ITEM_MAT_ORE_005,Koberinite,6750280
ITEM_MAT_ORE_006,Pentanite,6750281
ITEM_MAT_ORE_007,Mordinite,6750282
ITEM_MAT_ORE_008,Goldinite,6750283
ITEM_MAT_ORE_009,Cometstone,6750284
ITEM_MAT_ORE_010,Degenesis Stone,6750285
ITEM_MAT_ORE_011,Septrin,6750286
ITEM_MAT_GEMSTONE_007,Small Crystal,6750287
ITEM_MAT_GEMSTONE_001,Unknown Gemstone,6750288
ITEM_MAT_GEMSTONE_002,Shell Pearl,6750289
ITEM_MAT_GEMSTONE_008,Marbled Stone,6750290
ITEM_MAT_GEMSTONE_009,Amber Fragment,6750291
ITEM_MAT_GEMSTONE_003,Amber Crystal,6750292
ITEM_MAT_GEMSTONE_004,Magnemalmoa,6750293
ITEM_MAT_GEMSTONE_005,Holy Arbor Crystal,6750294
ITEM_MAT_GEMSTONE_006,Rainbow Gemstone,6750295
ITEM_MAT_POWDER_001,Dried Lumber,6750296
ITEM_MAT_POWDER_002,Flame Black Sand,6750297
ITEM_MAT_POWDER_003,Magma Powder,6750298
ITEM_MAT_FUEL_001,Scrap Paper,6750299
ITEM_MAT_FUEL_002,Flammable Bark,6750300
ITEM_MAT_FUEL_003,Palma Bark,6750301
ITEM_MAT_FUEL_004,Natural Oil,6750302
ITEM_MAT_FUEL_005,Smokey Charcoal,6750303
ITEM_MAT_FUEL_006,Palma Charcoal,6750304
ITEM_MAT_FOODSTUFF_005,Wild Potato,6750305
ITEM_MAT_FOODSTUFF_001,Beast Meat,6750306
ITEM_MAT_FOODSTUFF_002,Fresh Meat,6750307
ITEM_MAT_FOODSTUFF_003,Kurken Fruit,6750308
ITEM_MAT_FOODSTUFF_004,Unknown Egg,6750309
ITEM_MAT_NUT_001,Rainbow Grape,6750310
ITEM_MAT_NUT_002,Palma Fruit,6750311
ITEM_MAT_NUT_003,Fresh Berry,6750312
ITEM_MAT_NUT_004,Oil Tree Fruit,6750313
ITEM_MAT_NUT_005,Nectar Fruit,6750314
ITEM_MAT_BEEHIVE_001,Beehive,6750315
ITEM_MAT_BEEHIVE_002,Silver Beehive,6750316
ITEM_MAT_BEEHIVE_003,Gold Beehive,6750317
ITEM_MAT_MUSHROOM_001,Eicheloa,6750318
ITEM_MAT_MUSHROOM_002,Dream Mushroom,6750319
ITEM_MAT_MUSHROOM_003,Mushroom Colony,6750320
ITEM_MAT_MUSHROOM_004,Jupitonion,6750321
ITEM_MAT_MUSHROOM_005,Golden Crown,6750322
ITEM_MAT_FISH_012,Pretty Shell,6750323
ITEM_MAT_FISH_001,Sardine,6750324
ITEM_MAT_FISH_002,Exofish,6750325
ITEM_MAT_FISH_013,Spikey,6750326
ITEM_MAT_FISH_003,Selior,6750327
ITEM_MAT_FISH_004,Purumuru,6750328
ITEM_MAT_FISH_005,Crab,6750329
ITEM_MAT_FISH_006,Xisor,6750330
ITEM_MAT_FISH_007,Sawe Fish,6750331
ITEM_MAT_FISH_008,Mace Fish,6750332
ITEM_MAT_FISH_009,Myria Fish,6750333
ITEM_MAT_FISH_010,Lake Master,6750334
ITEM_MAT_FISH_011,Underworld Master,6750335
ITEM_MAT_INSECT_001,Seven Stars,6750336
ITEM_MAT_INSECT_002,Honey Ant,6750337
ITEM_MAT_INSECT_003,Lantern Fly,6750338
ITEM_MAT_INSECT_004,Rose Bee,6750339
ITEM_MAT_INSECT_005,Giant Beetle,6750340
ITEM_MAT_INSECT_006,Bomb Dragoon,6750341
ITEM_MAT_INSECT_007,Spear Worm,6750342
ITEM_MAT_INSECT_008,Amber Fly,6750343
ITEM_MAT_INSECT_009,Lapis Papillion,6750344
ITEM_MAT_INSECT_010,Heavy Wyrm,6750345
ITEM_MAT_INSECT_011,Trihorn,6750346
ITEM_MAT_THREAD_001,Restraint Silk,6750347
ITEM_MAT_THREAD_002,Tough Vine,6750348
ITEM_MAT_THREAD_003,Cotton Grass,6750349
ITEM_MAT_THREAD_004,Arbor Ivy,6750350
ITEM_MAT_WOOD_001,Eiche,6750351
ITEM_MAT_WOOD_002,Tough Log,6750352
ITEM_MAT_WOOD_003,Mossy Driftwood,6750353
ITEM_MAT_WOOD_007,Palma,6750354
ITEM_MAT_WOOD_008,Fossil Tree,6750355
ITEM_MAT_WOOD_004,Fragrant Honey Tree,6750356
ITEM_MAT_WOOD_005,Underworld Rotwood,6750357
ITEM_MAT_WOOD_006,Holy Arbor Branch,6750358
ITEM_MAT_GAS_001,Wing Plant,6750359
ITEM_MAT_GAS_002,Sky Bubble,6750360
ITEM_MAT_GAS_003,Crispy Mushroom,6750361
ITEM_MAT_GAS_004,Rotwood Miasma,6750362
ITEM_MAT_PUNIPUNI_001,Blue Puniball,6750363
ITEM_MAT_PUNIPUNI_002,Green Puniball,6750364
ITEM_MAT_PUNIPUNI_003,Red Puniball,6750365
ITEM_MAT_PUNIPUNI_004,Black Puniball,6750366
ITEM_MAT_PUNIPUNI_005,Silver Puniball,6750367
ITEM_MAT_PUNIPUNI_006,Gold Puniball,6750368
ITEM_MAT_ANIMAL_005,Large Feather,6750369
ITEM_MAT_ANIMAL_001,Animal Hide,6750370
ITEM_MAT_ANIMAL_002,Mythical Hide,6750371
ITEM_MAT_ANIMAL_003,Large Bone,6750372
ITEM_MAT_ANIMAL_006,Snake Slough,6750373
ITEM_MAT_ANIMAL_004,Beast Fossil,6750374
ITEM_MAT_MYSTIC_001,Fairystone Fragment,6750375
ITEM_MAT_MYSTIC_002,Dark Crystal Fragment,6750376
ITEM_MAT_MYSTIC_003,Holy Stone Fragment,6750377
ITEM_MAT_MYSTIC_004,Magic Tome Piece,6750378
ITEM_MAT_MYSTIC_005,Old Magic Tome,6750379
ITEM_MAT_MYSTIC_006,Underworld Core,6750380
ITEM_MAT_MYSTIC_007,Holy Tree Leaf,6750381
ITEM_MAT_SEASONING_001,Maple Bark,6750382
ITEM_MAT_SEASONING_002,Honey Tree Branch,6750383
ITEM_MAT_DROPITEM_001,Spirit Flower,6750384
ITEM_MAT_DROPITEM_002,Spirit Feather,6750385
ITEM_MAT_DROPITEM_003,Rusted Sword,6750386
ITEM_MAT_DROPITEM_004,Old Knight Emblem,6750387
ITEM_MAT_DROPITEM_005,Beast Venom Pouch,6750388
ITEM_MAT_DROPITEM_006,Lunatic Poison Lance,6750389
ITEM_MAT_DROPITEM_007,Beast Fin,6750390
ITEM_MAT_DROPITEM_008,Earth Fish Fang,6750391
ITEM_MAT_DROPITEM_009,Beast Shell,6750392
ITEM_MAT_DROPITEM_010,Beast Spirit Armor,6750393
ITEM_MAT_DROPITEM_011,Beast Scales,6750394
ITEM_MAT_DROPITEM_012,Atonement Stinger,6750395
ITEM_MAT_DROPITEM_013,Fire Core,6750396
ITEM_MAT_DROPITEM_014,Ice Core,6750397
ITEM_MAT_DROPITEM_015,Lightning Core,6750398
ITEM_MAT_DROPITEM_016,Wind Core,6750399
ITEM_MAT_DROPITEM_017,Dark Core,6750400
ITEM_MAT_DROPITEM_018,Dragon Meat,6750401
ITEM_MAT_DROPITEM_019,Dragon Wing,6750402
ITEM_MAT_DROPITEM_020,Dragon Egg,6750403
ITEM_MAT_DROPITEM_021,Dragon's Eye,6750404
ITEM_MAT_DROPITEM_022,Giant Puniball,6750405
ITEM_MAT_DROPITEM_023,Giant Claw,6750406
ITEM_MAT_DROPITEM_024,Fairy Segment,6750407
ITEM_MAT_DROPITEM_025,Golem Core,6750408
ITEM_MAT_DROPITEM_026,Heroic Spirit,6750409
ITEM_MAT_RARE_001,Eternal Fire,6750410
ITEM_MAT_RARE_002,Shining Sand,6750411
ITEM_MAT_RARE_003,Solflower,6750412
ITEM_MAT_RARE_004,Eternal Crystal,6750413
ITEM_MAT_GARBAGE_001,Stinky Trash,6750414
ITEM_MAT_GARBAGE_002,Broken Item,6750415
ITEM_MAT_RESERVE_001,Burnt Ash,6750416
ITEM_MAT_RESERVE_002,,6750417
ITEM_MAT_RESERVE_003,,6750418
ITEM_MAT_RESERVE_004,,6750419
ITEM_MAT_RESERVE_005,,6750420
ITEM_MAT_RESERVE_006,,6750421
ITEM_MAT_RESERVE_007,,6750422
ITEM_MAT_RESERVE_008,,6750423
ITEM_MAT_RESERVE_009,,6750424
ITEM_MAT_RESERVE_010,,6750425
ITEM_MAT_RESERVE_011,,6750426
ITEM_MAT_RESERVE_012,,6750427
ITEM_MAT_RESERVE_013,,6750428
ITEM_MAT_RESERVE_014,,6750429
ITEM_MAT_RESERVE_015,,6750430
ITEM_MAT_RESERVE_016,,6750431
ITEM_MAT_RESERVE_017,,6750432
ITEM_MAT_RESERVE_018,,6750433
ITEM_MAT_RESERVE_019,,6750434
ITEM_MAT_RESERVE_020,,6750435
ITEM_MAT_RESERVE_021,,6750436
ITEM_MAT_RESERVE_022,,6750437
ITEM_MAT_RESERVE_023,,6750438
ITEM_MAT_RESERVE_024,,6750439
ITEM_MAT_RESERVE_025,,6750440
ITEM_MAT_RESERVE_026,,6750441
ITEM_MAT_RESERVE_027,,6750442
ITEM_MAT_RESERVE_028,,6750443
ITEM_MAT_RESERVE_029,,6750444
ITEM_MAT_RESERVE_030,,6750445
ITEM_MIX_BAKU_UNI,Explosive Uni,6750446
ITEM_MIX_ICE_THORN,Ice Caltrop,6750447
ITEM_MIX_CRAFT,Craft,6750448
ITEM_MIX_FLAME,Bomb,6750449
ITEM_MIX_REFERUN,Ice Bomb,6750450
ITEM_MIX_PLAJIG,Plajig,6750451
ITEM_MIX_LUFT,Luft,6750452
ITEM_MIX_NORDEN_BRAND,Norden Brand,6750453
ITEM_MIX_LIGHTNING_BELL,Lightning Bell,6750454
ITEM_MIX_BUBBLE_BULLET,Bubble Bullet,6750455
ITEM_MIX_ROSE_FLAME,Rose Bomb,6750456
ITEM_MIX_KLEID_REFERUN,Kleid Ice Bomb,6750457
ITEM_MIX_STRAHL_PLAJIG,Strahl Plajig,6750458
ITEM_MIX_RATSEL_LUFT,Ratsel Luft,6750459
ITEM_MIX_INDUCING_FIRE_BOTTLE,Fire Bottle,6750460
ITEM_MIX_GENESIS_HAMMER,Genesis Hammer,6750461
ITEM_MIX_VANISH_SIEGEL,Vanish Siegel,6750462
ITEM_MIX_LUNA_LAMP,Lunar Lamp,6750463
ITEM_MIX_ETERNAL_FEAR,Eternal Fear,6750464
ITEM_MIX_WISEMAN_BOOK,Philosopher's Book,6750465
ITEM_MIX_ATTACK_RESERVE_001,,6750466
ITEM_MIX_ATTACK_RESERVE_002,,6750467
ITEM_MIX_ATTACK_RESERVE_003,,6750468
ITEM_MIX_ATTACK_RESERVE_004,,6750469
ITEM_MIX_ATTACK_RESERVE_005,,6750470
ITEM_MIX_ATTACK_RESERVE_006,,6750471
ITEM_MIX_ATTACK_RESERVE_007,,6750472
ITEM_MIX_ATTACK_RESERVE_008,,6750473
ITEM_MIX_ATTACK_RESERVE_009,,6750474
ITEM_MIX_ATTACK_RESERVE_010,,6750475
ITEM_MIX_GRASS_BEANS,Grass Beans,6750476
ITEM_MIX_DRY_BISCUIT,Dry Biscuit,6750477
ITEM_MIX_HEAL_RESERVE_001,Blessing Ointment,6750478
ITEM_MIX_PUNI_JELLY,Puni Jelly,6750479
ITEM_MIX_RASEN_PUDDING,Rasen Pudding,6750480
ITEM_MIX_TRICKLED_BREEZE,Trickling Breeze,6750481
ITEM_MIX_RESTORATION_BOTTLE,Restoration Bottle,6750482
ITEM_MIX_NECTOR,Nectar,6750483
ITEM_MIX_HEALING_BALL,Healing Ball,6750484
ITEM_MIX_DYNAMIC_SYRUP,Dynamic Syrup,6750485
ITEM_MIX_COCKTAIL_LEB,Cocktail Leb,6750486
ITEM_MIX_GODDNESS_CUP,Goddess Cup,6750487
ITEM_MIX_ELIXIR,Elixir,6750488
ITEM_MIX_HEAL_RESERVE_002,,6750489
ITEM_MIX_HEAL_RESERVE_003,,6750490
ITEM_MIX_HEAL_RESERVE_004,,6750491
ITEM_MIX_HEAL_RESERVE_005,,6750492
ITEM_MIX_HEAL_RESERVE_006,,6750493
ITEM_MIX_HEAL_RESERVE_007,,6750494
ITEM_MIX_HEAL_RESERVE_008,,6750495
ITEM_MIX_HEAL_RESERVE_009,,6750496
ITEM_MIX_HEAL_RESERVE_010,,6750497
ITEM_MIX_FISH_OIL,Fish Oil,6750498
ITEM_MIX_WAR_POWDER,War Powder,6750499
ITEM_MIX_THORNS_EMBRACE,Thorny Embrace,6750500
ITEM_MIX_ENERGIANICA,Energianica,6750501
ITEM_MIX_SUNDRY_REMEDIES,Sundry Remedy,6750502
ITEM_MIX_POISON_SMOKE,Poison Smoke,6750503
ITEM_MIX_MYSTERIOUS_ROBE,Mystic Robe,6750504
ITEM_MIX_MIRACLE_DRUG_EBONYAL,Miracle Ebonyal,6750505
ITEM_MIX_HEROIC_GEIST,Heroic Geist,6750506
ITEM_MIX_ASTRONOMICAL_CLOCK,Astronomical Clock,6750507
ITEM_MIX_SUPPORT_RESERVE_001,,6750508
ITEM_MIX_SUPPORT_RESERVE_002,,6750509
ITEM_MIX_SUPPORT_RESERVE_003,,6750510
ITEM_MIX_SUPPORT_RESERVE_004,,6750511
ITEM_MIX_SUPPORT_RESERVE_005,,6750512
ITEM_MIX_SUPPORT_RESERVE_006,,6750513
ITEM_MIX_SUPPORT_RESERVE_007,,6750514
ITEM_MIX_SUPPORT_RESERVE_008,,6750515
ITEM_MIX_SUPPORT_RESERVE_009,,6750516
ITEM_MIX_SUPPORT_RESERVE_010,,6750517
ITEM_MIX_MOWING_SCYTHE,Reaper's Scythe,6750518
ITEM_MIX_SPLIT_AXE,Woodcutter's Axe,6750519
ITEM_MIX_HAMMER,Hammer,6750520
ITEM_MIX_FLAME_ROD,Bomb Rod,6750521
ITEM_MIX_FISHING_ROD,Fishing Rod,6750522
ITEM_MIX_INSECT_REPELLENT,Bug Net,6750523
ITEM_MIX_COMPASS,Compass,6750524
ITEM_MIX_WIND_SHOES,Wind Shoes,6750525
ITEM_MIX_KNAPSACK,Knapsack,6750526
ITEM_MIX_VISION_LOUPE,Mirage Loupe,6750527
ITEM_MIX_COLLECT_RESERVE_001,Scythe Axe,6750528
ITEM_MIX_COLLECT_RESERVE_002,Bomb Hammer,6750529
ITEM_MIX_COLLECT_RESERVE_003,Fishing Rod Net,6750530
ITEM_MIX_COLLECT_RESERVE_004,Loupe Compass,6750531
ITEM_MIX_COLLECT_RESERVE_005,Exploration Set,6750532
ITEM_MIX_COLLECT_RESERVE_006,,6750533
ITEM_MIX_COLLECT_RESERVE_007,,6750534
ITEM_MIX_COLLECT_RESERVE_008,,6750535
ITEM_MIX_COLLECT_RESERVE_009,,6750536
ITEM_MIX_COLLECT_RESERVE_010,,6750537
ITEM_MIX_MATERIAL_NEUTRALIZE_001,Red Supplement,6750538
ITEM_MIX_MATERIAL_NEUTRALIZE_002,Blue Supplement,6750539
ITEM_MIX_MATERIAL_NEUTRALIZE_003,Yellow Supplement,6750540
ITEM_MIX_MATERIAL_NEUTRALIZE_004,Green Supplement,6750541
ITEM_MIX_MATERIAL_SUNDRIES_001,Polish Powder,6750542
ITEM_MIX_MATERIAL_SUNDRIES_002,Zettel,6750543
ITEM_MIX_MATERIAL_SUNDRIES_003,Delicious Bait,6750544
ITEM_MIX_MATERIAL_SUNDRIES_004,Alchemy Paint,6750545
ITEM_MIX_MATERIAL_SUNDRIES_005,Delphi Rose Incense,6750546
ITEM_MIX_MATERIAL_INGOT_001,Ingot,6750547
ITEM_MIX_MATERIAL_INGOT_002,Bronze Eisen,6750548
ITEM_MIX_MATERIAL_INGOT_003,Staltium,6750549
ITEM_MIX_MATERIAL_INGOT_004,Criminea,6750550
ITEM_MIX_MATERIAL_INGOT_005,Goldoterion,6750551
ITEM_MIX_MATERIAL_CLOTH_001,Cloth,6750552
ITEM_MIX_MATERIAL_CLOTH_002,Natural Cloth,6750553
ITEM_MIX_MATERIAL_CLOTH_003,Beastial Air,6750554
ITEM_MIX_MATERIAL_CLOTH_004,Sorcery Rose,6750555
ITEM_MIX_MATERIAL_CLOTH_005,Eldrocode,6750556
ITEM_MIX_MATERIAL_JEWEL_001,Pearl Crystal,6750557
ITEM_MIX_MATERIAL_JEWEL_002,Amberlite,6750558
ITEM_MIX_MATERIAL_JEWEL_003,Spirinite,6750559
ITEM_MIX_MATERIAL_JEWEL_004,Saint's Diamond,6750560
ITEM_MIX_MATERIAL_JEWEL_005,Arc en Ciel,6750561
ITEM_MIX_MATERIAL_SEASONING_001,Honey,6750562
ITEM_MIX_MATERIAL_SEASONING_002,Eltz Sugar,6750563
ITEM_MIX_MATERIAL_LIQUID_001,Traveler's Water Orb,6750564
ITEM_MIX_MATERIAL_LIQUID_002,Super Pure Water,6750565
ITEM_MIX_MATERIAL_MEDICAL_001,Healing Chip,6750566
ITEM_MIX_MATERIAL_MEDICAL_002,Holy Drop,6750567
ITEM_MIX_MATERIAL_POISON_001,Poison Cube,6750568
ITEM_MIX_MATERIAL_POISON_002,Taboo Drop,6750569
ITEM_MIX_MATERIAL_SAND_001,Lightning Sand,6750570
ITEM_MIX_MATERIAL_STONE_001,Marblestone,6750571
ITEM_MIX_MATERIAL_POWDER_001,Gunpowder Base,6750572
ITEM_MIX_MATERIAL_POWDER_002,Blue Flame Ember,6750573
ITEM_MIX_MATERIAL_FUEL_001,Mixing Oil,6750574
ITEM_MIX_MATERIAL_FUEL_002,Meltstone,6750575
ITEM_MIX_MATERIAL_FOODSTUFF_001,Flour,6750576
ITEM_MIX_MATERIAL_FOODSTUFF_002,Gelatin Powder,6750577
ITEM_MIX_MATERIAL_THREAD_001,Alchemy Fibers,6750578
ITEM_MIX_MATERIAL_THREAD_002,Heaven's String,6750579
ITEM_MIX_MATERIAL_WOOD_001,Composite Plate,6750580
ITEM_MIX_MATERIAL_WOOD_002,Holy Nut,6750581
ITEM_MIX_MATERIAL_GAS_001,Mist Liquid,6750582
ITEM_MIX_MATERIAL_GAS_002,Feather Draft,6750583
ITEM_MIX_MATERIAL_ANIMAL_001,Puni Leather,6750584
ITEM_MIX_MATERIAL_ANIMAL_002,Master Leather,6750585
ITEM_MIX_MATERIAL_MYSTIC_001,Glass Flower,6750586
ITEM_MIX_MATERIAL_MYSTIC_002,Spirit Bottle,6750587
ITEM_MIX_MATERIAL_MYSTIC_003,Crystal Element,6750588
ITEM_MIX_MATERIAL_ELIXIL_001,Philosopher's Stone,6750589
ITEM_MIX_MATERIAL_SEED_001,Plant Seed,6750590
ITEM_MIX_MATERIAL_SEED_002,Stone Seed,6750591
ITEM_MIX_MATERIAL_SEED_003,Fire Seed,6750592
ITEM_MIX_MATERIAL_SEED_004,Water Seed,6750593
ITEM_MIX_MATERIAL_SEED_005,Mystic Seed,6750594
ITEM_MIX_MATERIAL_RESERVE_001,,6750595
ITEM_MIX_MATERIAL_RESERVE_002,,6750596
ITEM_MIX_MATERIAL_RESERVE_003,,6750597
ITEM_MIX_MATERIAL_RESERVE_004,,6750598
ITEM_MIX_MATERIAL_RESERVE_005,,6750599
ITEM_MIX_MATERIAL_RESERVE_006,,6750600
ITEM_MIX_MATERIAL_RESERVE_007,,6750601
ITEM_MIX_MATERIAL_RESERVE_008,,6750602
ITEM_MIX_MATERIAL_RESERVE_009,,6750603
ITEM_MIX_MATERIAL_RESERVE_010,,6750604
ITEM_MIX_MATERIAL_RESERVE_011,,6750605
ITEM_MIX_MATERIAL_RESERVE_012,,6750606
ITEM_MIX_MATERIAL_RESERVE_013,,6750607
ITEM_MIX_MATERIAL_RESERVE_014,,6750608
ITEM_MIX_MATERIAL_RESERVE_015,,6750609
ITEM_MIX_MATERIAL_RESERVE_016,,6750610
ITEM_MIX_MATERIAL_RESERVE_017,,6750611
ITEM_MIX_MATERIAL_RESERVE_018,,6750612
ITEM_MIX_MATERIAL_RESERVE_019,,6750613
ITEM_MIX_MATERIAL_RESERVE_020,,6750614
ITEM_WEAPON_PC00_01,Handmade Staff,6750615
ITEM_WEAPON_PC00_02,Helioprox,6750616
ITEM_WEAPON_PC00_03,Grim Quartz,6750617
ITEM_WEAPON_PC00_04,Rune Code,6750618
ITEM_WEAPON_PC00_05,Celestial Seeker,6750619
ITEM_WEAPON_PC01_01,Practice Flute,6750620
ITEM_WEAPON_PC01_02,Crepusculum,6750621
ITEM_WEAPON_PC01_03,Virgin Snow,6750622
ITEM_WEAPON_PC01_04,Concert Mistress,6750623
ITEM_WEAPON_PC01_05,Ethereal Tone,6750624
ITEM_WEAPON_PC02_01,Weathered Sword,6750625
ITEM_WEAPON_PC02_02,Colossal Edge,6750626
ITEM_WEAPON_PC02_03,Initiator,6750627
ITEM_WEAPON_PC02_04,Schwartz Thruster,6750628
ITEM_WEAPON_PC02_05,Lord Guardian,6750629
ITEM_WEAPON_PC03_01,Stake Hammer,6750630
ITEM_WEAPON_PC03_02,Clairempathy,6750631
ITEM_WEAPON_PC03_03,Destruction,6750632
ITEM_WEAPON_PC03_04,Holy Torrent,6750633
ITEM_WEAPON_PC03_05,Brave Emblem,6750634
ITEM_WEAPON_PC04_01,Pilgrimage Staff,6750635
ITEM_WEAPON_PC04_02,Forest Bell,6750636
ITEM_WEAPON_PC04_03,Training Path,6750637
ITEM_WEAPON_PC04_04,Holy Arbor Staff,6750638
ITEM_WEAPON_PC04_05,Occult Wisdom,6750639
ITEM_WEAPON_PC05_01,Iron Claws,6750640
ITEM_WEAPON_PC05_02,Krieger's Talon,6750641
ITEM_WEAPON_PC05_03,Hail Crunch,6750642
ITEM_WEAPON_PC05_04,Wind Slicer,6750643
ITEM_WEAPON_PC05_05,Oren Herald,6750644
ITEM_WEAPON_RESERVE_001,,6750645
ITEM_WEAPON_RESERVE_002,,6750646
ITEM_WEAPON_RESERVE_003,,6750647
ITEM_WEAPON_RESERVE_004,,6750648
ITEM_WEAPON_RESERVE_005,,6750649
ITEM_WEAPON_RESERVE_006,,6750650
ITEM_WEAPON_RESERVE_007,,6750651
ITEM_WEAPON_RESERVE_008,,6750652
ITEM_WEAPON_RESERVE_009,,6750653
ITEM_WEAPON_RESERVE_010,,6750654
ITEM_WEAPON_RESERVE_011,,6750655
ITEM_WEAPON_RESERVE_012,,6750656
ITEM_WEAPON_RESERVE_013,,6750657
ITEM_WEAPON_RESERVE_014,,6750658
ITEM_WEAPON_RESERVE_015,,6750659
ITEM_WEAPON_RESERVE_016,,6750660
ITEM_WEAPON_RESERVE_017,,6750661
ITEM_WEAPON_RESERVE_018,,6750662
ITEM_WEAPON_RESERVE_019,,6750663
ITEM_WEAPON_RESERVE_020,,6750664
ITEM_ARMOR_001,Kurken Sweats,6750665
ITEM_ARMOR_002,Noble Tunic,6750666
ITEM_ARMOR_003,Leather Protector,6750667
ITEM_ARMOR_004,Chain Vest,6750668
ITEM_ARMOR_005,Border Scale,6750669
ITEM_ARMOR_006,Radiant Plate,6750670
ITEM_ARMOR_007,Skuller Coat,6750671
ITEM_ARMOR_008,Frost Armor,6750672
ITEM_ARMOR_009,Charade Lumont,6750673
ITEM_ARMOR_010,Fairy Cloak,6750674
ITEM_ARMOR_011,Golden Mail,6750675
ITEM_ARMOR_012,Darkness Dress,6750676
ITEM_ARMOR_013,Fortress Armor,6750677
ITEM_ARMOR_014,Sage's Cloak,6750678
ITEM_ARMOR_015,Stark Cologne,6750679
ITEM_ARMOR_RESERVE_001,,6750680
ITEM_ARMOR_RESERVE_002,,6750681
ITEM_ARMOR_RESERVE_003,,6750682
ITEM_ARMOR_RESERVE_004,,6750683
ITEM_ARMOR_RESERVE_005,,6750684
ITEM_ARMOR_RESERVE_006,,6750685
ITEM_ARMOR_RESERVE_007,,6750686
ITEM_ARMOR_RESERVE_008,,6750687
ITEM_ARMOR_RESERVE_009,,6750688
ITEM_ARMOR_RESERVE_010,,6750689
ITEM_ACCESSORY_001,Energy Pendant,6750690
